spotify_id,name,artists,album_name,album_release_date,days_in_top50,lyrics
5G6fY8QYk5azqSRGI9FMpa,dandelion,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025-03-28,1,"[Verse 1]
Mean what I say, say what I mean
Not one to play, I am as you see
I give my word
These other boys, they're one and the same, mm
I'm tryna say I want you to stay, mm

[Pre-Chorus]
I got (Got), what you need (You need)
I'm thinking you should plant this seed
I get this sounds unserious
But, baby boy, this is serious

[Chorus]
And, yes, I promise, if I'm being honest
You can get anything you'd like
Can't you see I bloom at night?
Boy, just don't blow this, got me like, ""What's your wish list?""
You can get anything you'd like
I'll be your dandelion, mm

[Verse 2]
You like how I pray, the secret's in me, mm
'Cause, boy, come what may, I'm here on my knees
These other flowers don't grow the same
So just leave it here with me, let's get dirty, dirty

[Pre-Chorus]
'Cause if I got (Got), what you need (You need)
I'm thinking you should plant this seed
I get this sounds unserious
But, baby boy, this is serious

[Chorus]
And, yes, I promise, if I'm being honest
You can get anything you'd like
Can't you see I bloom at night?
Boy, just don't blow this, got me like, ""What's your wish list?""
You can get anything you'd like
I'll be your dandelion, mm

[Bridge]
Mm, yeah, I'm just being, I'm honest
You know me, I'm just being, mm
Mm, I promise, I'm just being honest
So, boy, just come blow this
Know I'm on your wish list

[Chorus]
And, yes, I promise (Oh, yeah, yeah), if I'm being honest (If I'm being)
You can get anything you'd like (Anything, anything, anything)
Can't you see I bloom at night?
Boy, just don't blow this, got me like, ""What's your wish list?""
You can get anything you'd like
I'll be your dandelion, mm"
1UrwJzlNC2oaTlxj1OZmcu,twilight zone,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025-03-28,1,"[Verse 1]
Did I dream the whole thing?
Was I just a nightmare?
Different dimensions
Stuck in the twilight zone
Is this a black-and-white scene?
If so, then I'm in the gray one
Hope you win for best actor
'Cause I had you completely wrong

[Pre-Chorus]
Does she know you're not who you say you are?
'Cause I might give her a call
Or was I just not me at all?

[Chorus]
And it's not like I'm still not over you
It's so strange, this I never do
Not that I miss you, I don't
Sometimes, I just can't believe
You happened
It's not like I'd ever change a thing
'Cause I'm right here where I'm meant to be
Not that I'd call you, I won't
Sometimes, I just can't believe
You happened

[Verse 2]
Were we just mistaken?
Disguised our intentions?
Our nest was a masquerade (Masquerade)
Why do I still protect you?
Pretend these songs aren't about you (Songs aren't about you)
Hope this might be the last one
'Cause I'm not fooling anyone

[Pre-Chorus]
Does she know you're not who you say you are?
'Cause I might give her a call
Or was I just not me at all?

[Chorus]
And it's not like I'm still not over you
It's so strange, this I never do
Not that I miss you, I don't
Sometimes, I just can't believe
You happened
It's not like I'd ever change a thing
'Cause I'm right here where I'm meant to be
Not that I'd call you, I won't
Sometimes, I just can't believe
You happened

[Outro]
It's not like I'm over you
It's so strange, I don't miss you
Not that I miss you, I don't
Sometimes, I just can't believe
You happened"
6wZOZ0votPhc8qdg4UFPtH,dandelion,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025-03-28,7,"[Verse 1]
Mean what I say, say what I mean
Not one to play, I am as you see
I give my word
These other boys, they're one and the same, mm
I'm tryna say I want you to stay, mm

[Pre-Chorus]
I got (Got), what you need (You need)
I'm thinking you should plant this seed
I get this sounds unserious
But, baby boy, this is serious

[Chorus]
And, yes, I promise, if I'm being honest
You can get anything you'd like
Can't you see I bloom at night?
Boy, just don't blow this, got me like, ""What's your wish list?""
You can get anything you'd like
I'll be your dandelion, mm

[Verse 2]
You like how I pray, the secret's in me, mm
'Cause, boy, come what may, I'm here on my knees
These other flowers don't grow the same
So just leave it here with me, let's get dirty, dirty

[Pre-Chorus]
'Cause if I got (Got), what you need (You need)
I'm thinking you should plant this seed
I get this sounds unserious
But, baby boy, this is serious

[Chorus]
And, yes, I promise, if I'm being honest
You can get anything you'd like
Can't you see I bloom at night?
Boy, just don't blow this, got me like, ""What's your wish list?""
You can get anything you'd like
I'll be your dandelion, mm

[Bridge]
Mm, yeah, I'm just being, I'm honest
You know me, I'm just being, mm
Mm, I promise, I'm just being honest
So, boy, just come blow this
Know I'm on your wish list

[Chorus]
And, yes, I promise (Oh, yeah, yeah), if I'm being honest (If I'm being)
You can get anything you'd like (Anything, anything, anything)
Can't you see I bloom at night?
Boy, just don't blow this, got me like, ""What's your wish list?""
You can get anything you'd like
I'll be your dandelion, mm"
1YRbAonLvmuUILvQso0gUM,twilight zone,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025-03-28,7,"[Verse 1]
Did I dream the whole thing?
Was I just a nightmare?
Different dimensions
Stuck in the twilight zone
Is this a black-and-white scene?
If so, then I'm in the gray one
Hope you win for best actor
'Cause I had you completely wrong

[Pre-Chorus]
Does she know you're not who you say you are?
'Cause I might give her a call
Or was I just not me at all?

[Chorus]
And it's not like I'm still not over you
It's so strange, this I never do
Not that I miss you, I don't
Sometimes, I just can't believe
You happened
It's not like I'd ever change a thing
'Cause I'm right here where I'm meant to be
Not that I'd call you, I won't
Sometimes, I just can't believe
You happened

[Verse 2]
Were we just mistaken?
Disguised our intentions?
Our nest was a masquerade (Masquerade)
Why do I still protect you?
Pretend these songs aren't about you (Songs aren't about you)
Hope this might be the last one
'Cause I'm not fooling anyone

[Pre-Chorus]
Does she know you're not who you say you are?
'Cause I might give her a call
Or was I just not me at all?

[Chorus]
And it's not like I'm still not over you
It's so strange, this I never do
Not that I miss you, I don't
Sometimes, I just can't believe
You happened
It's not like I'd ever change a thing
'Cause I'm right here where I'm meant to be
Not that I'd call you, I won't
Sometimes, I just can't believe
You happened

[Outro]
It's not like I'm over you
It's so strange, I don't miss you
Not that I miss you, I don't
Sometimes, I just can't believe
You happened"
3t6gUcGYLrUuqwpXjOFWQc,I Never Lie,Zach Top,Cold Beer & Country Music,2024-04-05,33,"[Verse 1]
Well, it's been some time
You still look like an angel
I heard you're doin' fine
Got promoted back in April
And you met someone, your dad says he's okay
Well, I've never been better, things are going my way

[Chorus]
I sleep like a baby, I never show up late for work
I don't drink whiskey, I don't know how it feels to hurt
Oh, and I ain't been lonely since you said goodbye
I wish I could say I miss you, but you know I never lie

[Verse 2]
Yeah, I met somebody too
She's a model out in L.A
And she's begging me to move
She says Malibu is really great
Ain't decided if I'm going or not, but at the end of the day

[Chorus]
I sleep like a baby, I never show up late for work
I don't drink whiskey, I don't know how it feels to hurt
Oh, and I ain't been lonely since you said goodbye
I wish I could say I miss you, but you know I never lie

[Bridge]
Yeah, I've never been better
Things are going my way

[Chorus]
I sleep like a baby, I never show up late for work
I don't drink whiskey, I don't know how it feels to hurt
Oh, and I ain't been lonely since you said goodbye
I wish I could say I miss you, but you know I never lie"
0FTmksd2dxiE5e3rWyJXs6,back to friends,sombr,back to friends,2024-12-27,61,"[Verse 1]
Touch my body tender
'Cause the feeling makes me weak
Kicking off the covers
I see the ceiling while you're looking down at me

[Chorus]
How can we go back to being friends
When we just shared a bed?
How can you look at me and pretend
I'm someone you've never met?

[Verse 2]
It was last December
You were layin' on my chest
I still remember
I was scared to take a breath
Didn't want you to movе your head

[Chorus]
How can we go back to being friеnds
When we just shared a bed? (Yeah)
How can you look at me and pretend
I'm someone you've never met?

[Bridge]
The devil in your eyes
Won't deny the lies you've sold
I'm holding on too tight
While you let go
This is casual

[Chorus]
How can we go back to being friends
When we just shared a bed? (Yeah)
How can you look at me and pretend
I'm someone you've never met?
How can we go back to being friends
When we just shared a bed? (Yeah)
How can you look at me and pretend
I'm someone you've never met?

[Outro]
I'm someone you've never met (Yeah)"
3gPYoFtn70aTgl546XVSET,Chest Pain (I Love),Malcolm Todd,Chest Pain (I Love),2024-12-04,3,"[Chorus]
My chest is hurting, my feet can't fall out of bed
I don't know where to go, so I'll lay here instead
With my symptoms, symptoms of sorrow and dread
They all said it would fade but again and again
I love, I love
I love, I love, I love
I love, I love, I love

[Verse]
I've been so busy
But now that I'm alone
Where did you go?
Tell me why
Why can't you live at home tonight and stay with me inside?
It's nice
Please, I wanna see what we would be if you were by my side
Make me feel lonely, soon
You might not know me, I wish I could lie
But I can't deny

[Chorus]
My chest is hurting, my feet can't fall out of bed
I don't know where to go, so I'll lay here instead
With my symptoms, symptoms of sorrow and dread
They all said it would fade but again and again
I love, I love
I love, I love, I love
I love, I love, I love

[Refrain]
Ooh, ooh-ooh
Ooh, ooh-ooh
Ooh, ooh-ooh
Ooh, ooh-ooh

[Chorus]
I'm hurting I'm stuck in my bed
I don't know where to go, so I'll lay here instead
With my symptoms, symptoms of sorrow and dread
They all said it would fade, but again and again
I love, I love
I love, I love, I love
I love, I love
I love, I love, I love"
1edcyazKIdKrIuz9cWpXU6,twilight zone,Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),2025-03-27,8,"[Verse 1]
Did I dream the whole thing?
Was I just a nightmare?
Different dimensions
Stuck in the twilight zone
Is this a black-and-white scene?
If so, then I'm in the gray one
Hope you win for best actor
'Cause I had you completely wrong

[Pre-Chorus]
Does she know you're not who you say you are?
'Cause I might give her a call
Or was I just not me at all?

[Chorus]
And it's not like I'm still not over you
It's so strange, this I never do
Not that I miss you, I don't
Sometimes, I just can't believe
You happened
It's not like I'd ever change a thing
'Cause I'm right here where I'm meant to be
Not that I'd call you, I won't
Sometimes, I just can't believe
You happened

[Verse 2]
Were we just mistaken?
Disguised our intentions?
Our nest was a masquerade (Masquerade)
Why do I still protect you?
Pretend these songs aren't about you (Songs aren't about you)
Hope this might be the last one
'Cause I'm not fooling anyone

[Pre-Chorus]
Does she know you're not who you say you are?
'Cause I might give her a call
Or was I just not me at all?

[Chorus]
And it's not like I'm still not over you
It's so strange, this I never do
Not that I miss you, I don't
Sometimes, I just can't believe
You happened
It's not like I'd ever change a thing
'Cause I'm right here where I'm meant to be
Not that I'd call you, I won't
Sometimes, I just can't believe
You happened

[Outro]
It's not like I'm over you
It's so strange, I don't miss you
Not that I miss you, I don't
Sometimes, I just can't believe
You happened"
3AdXwuFn7j21HNiFMXvZXt,Caramel,Sleep Token,Caramel,2025-04-04,8,"[Verse 1]
Count me out like sovereigns, payback for the good times
Right foot in the roses, left foot on a landmine
I'm not gonna be there tripping on the grapevine
They can sing the words while I cry into the bassline
Wear me out like Prada, devil in my detail
I swear it's getting harder even just to exhale
Backed up into corners, bitter in the lens
I'm sick of tryna hide it every time thеy take mine

[Chorus]
So stick to me
Stick to mе like caramel
Walk beside me till you feel nothing as well

[Verse 2]
They ask me, ""Is it going good in the garden?""
Say, ""I'm lost, but I beg no pardon""
Up on the dice, but low on the cards
I try not to talk about how it's harder now
Can I get a mirror side-stage?
Looking sideways at my own visage, gettin' worse
Every time they try to shout my real name just to get a rise from me
Acting like I'm never stressed out by the hearsay
I guess that's what I get for tryna hide in the limelight
Guess that's what I get for having 20/20 hindsight
Everybody wants eyes on 'em, I just wanna hear you sing that top line

[Pre-Chorus]
And if you don't think I mean it, then I understand
But I'm still glad you came, so let me see those hands

[Chorus]
So stick to me
Stick to me like caramel
Walk beside me till you feel nothin' as well
I'm fallin' free of the final parallel
The sweetest dreams are bitter
But there's no one left to tell

[Bridge]
Too young to get bitter over it all
Too old to retaliate like before
Too blessed to be caught ungrateful, I know
So I'll keep dancin' along to the rhythm
This stage is a prison (Too young to get bitter over it all), a beautiful nightmare
A war of attrition (Too old to retaliate like before), I'll take what I'm given
The deepest incisions (Too blessed to be caught ungrateful, I know), I thought I got better
But maybe I didn't

[Breakdown]
(In these days of days) Tell me, did I give you what you came for?
(I wish it all away) Terrified to answer my own front door
(I thought things had changed) Missin' my wings in a realm of angels
(But everything's the same)

[Outro]
So I'll keep dancin' along to the rhythm
This stage is a prison, a beautiful nightmare
A war of attrition, I'll take what I'm given
The deepest incisions, I thought I got better
But maybe I didn't"
73kIKvg65QWieOKXIwyLJP,All The Way (feat. Bailey Zimmerman),"BigXthaPlug, Bailey Zimmerman",All The Way (feat. Bailey Zimmerman),2025-04-04,56,"[Chorus: Bailey Zimmerman]
Don't let me down easy, if you're gonna leave me
Baby, go and leave me all the way
Don't ask for all your things back, cussin' out my name, yeah
Just to go and take back what you say
Burn all the bridges, don't ask forgiveness
Walk away like I'm someone you hate
Don't let me down easy, if you're gonna leave me
Baby, go and leave me all the way

[Verse 1: BigXthaPlug]
Ayy, if it's over, it's over, so fuck it
Just don't act like my love wasn't nothin'
Like I wasn't the one you was holdin' at night
Tellin' all of your secrets and huggin'
Guess you right, it's too good to be true
What's the point? All I needed was you
But shit, time after time, all this fussin' and fighting
It's time that you do what you do
And it's cool
Mama said it was fish in the sea, I got lost in the pool
Knew it was comin', I watched how you move
How you turn your back on me and leave me to lose?
Remember the text, how you said that you'd do
Said that you'd never leave, we would fight 'til it's due
But as it went on, I was fightin' for you
Sent a text, it turned green, why the fuck it ain't blue?
Guess you done and I get it
Said you'd stay and you wanted my name and you left, so I'm guessin' that you never meant it
Said you'd try and hold on 'cause the love was so strong, now I'm standing alone this kitchen
Singin' sad songs, but I'm knowin' that this shit don't last long
If you leavin', then leave 'cause your bags gone
But just know, you can never come back home

[Chorus: Bailey Zimmerman]
Don't let me down easy, if you're gonna leave me
Baby, go and leave me all the way
Don't ask for all your things back, cussin' out my name, yeah
Just to go and take back what you say
Burn all the bridges, don't ask forgiveness
Walk away like I'm someone you hate
Don't let me down easy, if you're gonna leave me
Baby, go and leave me all the way

[Verse 2: BigXthaPlug]
Ayy, if you say that you done, ain't no take backs
Said you fell out of love and I hate that
But see me, I was stuck like a drug, really fiendin' for love and somehow, I can't shake back
When you walked out that door, I was hurtin'
All the dreams in my head, you was perfect
You remember the very first time that we chilled and I reached for your hand, where them nerves at?
Time will pass and shit, that's what it do
It be times I be sick, sittin' thinkin' 'bout you
It was death do us part 'til you gave me the blues
Really played my heart, left me lost and confused
Thought this shit was fair game, but you made up the rules
On my heart, left a scar and a bruise
Hope that you can stand on all the shit that you did
'Cause I'm done, yeah, I'm finally through

[Chorus: Bailey Zimmerman]
Don't let me down easy, if you're gonna leave me
Baby, go and leave me all the way
Don't ask for all your things back, cussin' out my name, yeah
Just to go and take back what you say
Burn all the bridges, don't ask forgiveness
Walk away like I'm someone you hate
Don't let me down easy, if you're gonna leave me
Baby, go and leave me all the way"
3fxDcaiomBMomHdMeCSsZ2,dandelion,Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),2025-03-27,4,"[Verse 1]
Mean what I say, say what I mean
Not one to play, I am as you see
I give my word
These other boys, they're one and the same, mm
I'm tryna say I want you to stay, mm

[Pre-Chorus]
I got (Got), what you need (You need)
I'm thinking you should plant this seed
I get this sounds unserious
But, baby boy, this is serious

[Chorus]
And, yes, I promise, if I'm being honest
You can get anything you'd like
Can't you see I bloom at night?
Boy, just don't blow this, got me like, ""What's your wish list?""
You can get anything you'd like
I'll be your dandelion, mm

[Verse 2]
You like how I pray, the secret's in me, mm
'Cause, boy, come what may, I'm here on my knees
These other flowers don't grow the same
So just leave it here with me, let's get dirty, dirty

[Pre-Chorus]
'Cause if I got (Got), what you need (You need)
I'm thinking you should plant this seed
I get this sounds unserious
But, baby boy, this is serious

[Chorus]
And, yes, I promise, if I'm being honest
You can get anything you'd like
Can't you see I bloom at night?
Boy, just don't blow this, got me like, ""What's your wish list?""
You can get anything you'd like
I'll be your dandelion, mm

[Bridge]
Mm, yeah, I'm just being, I'm honest
You know me, I'm just being, mm
Mm, I promise, I'm just being honest
So, boy, just come blow this
Know I'm on your wish list

[Chorus]
And, yes, I promise (Oh, yeah, yeah), if I'm being honest (If I'm being)
You can get anything you'd like (Anything, anything, anything)
Can't you see I bloom at night?
Boy, just don't blow this, got me like, ""What's your wish list?""
You can get anything you'd like
I'll be your dandelion, mm"
2XUx8PCXGpP1XhZJMGiUol,Chest Pain (I Love),Malcolm Todd,Malcolm Todd,2025-04-04,13,"[Chorus]
My chest is hurting, my feet can't fall out of bed
I don't know where to go, so I'll lay here instead
With my symptoms, symptoms of sorrow and dread
They all said it would fade but again and again
I love, I love
I love, I love, I love
I love, I love, I love

[Verse]
I've been so busy
But now that I'm alone
Where did you go?
Tell me why
Why can't you live at home tonight and stay with me inside?
It's nice
Please, I wanna see what we would be if you were by my side
Make me feel lonely, soon
You might not know me, I wish I could lie
But I can't deny

[Chorus]
My chest is hurting, my feet can't fall out of bed
I don't know where to go, so I'll lay here instead
With my symptoms, symptoms of sorrow and dread
They all said it would fade but again and again
I love, I love
I love, I love, I love
I love, I love, I love

[Refrain]
Ooh, ooh-ooh
Ooh, ooh-ooh
Ooh, ooh-ooh
Ooh, ooh-ooh

[Chorus]
I'm hurting I'm stuck in my bed
I don't know where to go, so I'll lay here instead
With my symptoms, symptoms of sorrow and dread
They all said it would fade, but again and again
I love, I love
I love, I love, I love
I love, I love
I love, I love, I love"
4WFgvKVfEhb3IUAFGrutTR,Love Me Not,Ravyn Lenae,Bird's Eye,2024-08-09,52,"[Verse 1]
See, right now, I need you, I'll meet you somewhere now
You up now, I see you, I get you, take care now
Slow down, be cool, I miss you, come here now
It's yours now, keep it, I'll hold out until now
I need you right now, once I leave you I'm strung out
If I get you, I'm slowly breaking down

[Chorus]
And, oh, it's hard to see you, but I wish you were right here
Oh, it's hard to leave you when I get you everywhere
All this time I'm thinking we could never be a pair
Oh, no, I don't need you, but I miss you, come here
And, oh, it's hard to see you, but I wish you were right here
Oh, it's hard to leave you when I get you everywhere
All this time I'm thinking, I'm strong enough to sink it
Oh, no, I don't need you, but I miss you, come here

[Post-Chorus]
He love me not, he loves me
He holds me tight, then lets me go
He love me not, he loves me
He holds me tight, then lets me go

[Verse 2]
Soon as you leave me, we always lose connection
It's gettin' messy, I fiend for your affection
Don't loosen your grip got a hold on me
Now, forever, let's get back together

[Pre-Chorus]
Lord, take it so far away
I pray that, God, we don't break
I want you to take me up and down
And round and round again

[Chorus]
And, oh, it's hard to see you, but I wish you were right here
Oh, it's hard to leave you when I get you everywhere
All this time I'm thinking we could never be a pair
Oh, no, I don't need you, but I miss you, come here
And, oh, it's hard to see you, but I wish you were right here
Oh, it's hard to leave you when I get you everywhere
All this time I'm thinking, I'm strong enough to sink it
Oh, no, I don't need you, but I miss you, come here

[Post-Chorus]
He love me not, he loves me
He holds me tight, then lets me go
He love me not, he loves me
He holds me tight, then lets me go
He love me not, he loves me
He holds me tight, then lets me go
He love me not, he loves me
He holds me tight, then lets me go

[Bridge]
You're gonna say that you're sorry at the end of the night
Wake up in the morning, everything's alright
At the end of the story, you're holdin' me tight
I don't need to worry, am I out of my mind?

[Chorus]
And, oh, it's hard to see you, but I wish you were right here (I'm losing my mind)
Oh, it's hard to leave you when I get you everywhere
All this time I'm thinking, I'm strong enough to sink it
Oh, no, I don't need you, but I miss you, come here"
4AajxCEwGEsmHmT4H1TwjY,undressed,sombr,undressed,2025-03-21,56,"[Verse 1]
You had a dream, you wanted better
You were sick of all the holes in your sweater
You looked to me and wondered whether
I was the lamppost to which you were tethered

[Pre-Chorus]
I'm lookin' at you, and you're lookin' at me
But the glimmer in your eyes is sayin' you wanna leave
You're sayin' to me what you're sayin' to me
But the glimmer in your eyes is telling me other things

[Chorus]
I don't wanna get undrеssed
For a new person all ovеr again
I don't wanna kiss someone else's neck
And have to pretend it's yours instead

[Instrumental Break]

[Verse 2]
I took the train to see my mother
I look across the tracks to see you with another
There's nothin' worse than seein' your lover
Moving on while you still suffer

[Pre-Chorus]
I'm lookin' at you, and you're lookin' at me
But the glimmer in your eyes is sayin' you wanna leave
You're sayin' to me what you're sayin' to me
But the glimmer in your eyes is telling me other things

[Chorus]
I don't wanna get undressed
For a new person all over again
I don't wanna kiss someone else's neck
And have to pretend it's yours instead

[Bridge]
And I don't wanna learn another scent
I don't want the children of another man
To have the eyes of the girl I won't forget
I won't forget

[Chorus]
I don't wanna get undressed
For a new person all over again
I don't wanna kiss someone else's neck
And have to pretend it's yours instead

[Outro]
I don't wanna get undressed
For a new person all over again"
2uvE4L5ZsYKpv8hbK4TIOt,MUTT,Leon Thomas,MUTT,2024-09-27,23,"[Chorus]
She said, ""Take your time, what's the rush?""
I said, ""Baby, I'm a dog, I'm a mutt""
She said, ""Take your time, what's the rush?"" Oh
I said, ""Baby, I'm a dog, I'm a mutt""
I'm a dog, I'm a mutt

[Verse 1]
I can't smoke on reggie, so pardon my bluntness
I see past pretty faces, so I got trouble trusting

[Pre-Chorus]
But I'll let my guard down for you
Said I'll put my guard down for you
Said I'll be vulnerable
So you can break my heart if you want to

[Chorus]
She said, ""Take your time, what's the rush?""
I said, ""Baby, I'm a dog, I'm a mutt""
She said, ""Take your time, what's the rush?""
I said, ""Baby, I'm a dog, I'm a mutt""
I'm a dog, I'm a mutt

[Verse 2]
New crib, told her, ""Come through,"" it's time to break in it
Thirty-two, like my pants size 'cause a nigga tried breaking in
New condo, say your name at the front, you can stay if you want
It's been one of those nights, one of those nights I ain't had in a minute
It's been a minute, had to pop a shroom to recreate the feeling (Ooh, yeah)
But it's never the same as the first time we did it
First time we did it

[Pre-Chorus]
But I'll let my guard down for you (For you)
Said I'll put my guard down for you
Said I'll be vulnerable
So you can break my heart if you want to (Oh)

[Chorus]
She said, ""Take your time, what's the rush?"" (Take your time, what's the rush?)
I said, ""Baby, I'm a dog, I'm a mutt"" (Oh)
She said, ""Take your time, what's the rush?"" Oh (The rush)
I said, ""Baby, I'm a dog, I'm a mutt"" (Ooh)
I'm a dog, I'm a mutt (Mutt, oh)"
6CYldrsUPBsiPtfLW4xZCl,"Henry, come on",Lana Del Rey,"Henry, come on",2025-04-11,1,"[Verse 1]
I mean, Henry, come on
Do you think I'd really choose it?
All this off and on
Henry, come on
I mean, baby, come on
Do you think I'd really lose it on ya
If you did nothing wrong?
Henry, come on

[Pre-Chorus]
Last call, ""Hey, y'all""
Hang his hat up on the wall
Tell him that his cowgirl is gone
Go on and giddy up
Soft leather, blue jeans
Call us into void's dreams
Return it but say it was fun

[Chorus]
And it's not because of you
That I turned out so dangerous
Yesterday, I heard God say, ""It's in your blood""
And it struck me just like lightning
I've been fighting, I've been striving
Yesterday, I heard God say, ""You were born to be the one
To hold thе hand of the man
Who flies too close to thе sun""

[Verse 2]
I'll still be nice to your mom
It's not her fault you're leaving
Some people come and they're gone
They just fly away
Take your ass to the house
Don't even bother explaining
There's no working it out
No way

[Pre-Chorus]
It's last call, ""Hey, y'all""
Hang his hat up on the wall
Tell him that his cowgirl is gone
Come on and giddy up
Soft leather, blue jeans
Don't you get it? That's the thing
You can't chase a ghost when it's gone

[Chorus]
And it's not because of you
That I turned out so dangerous
Yesterday, I heard God say, ""It's in your blood""
And it struck me just like lightning
I've been fighting, I've been striving
But yesterday, I heard God say, ""You were born to be the one
To hold the hand of the man
Who flies too close to the sun""

[Bridge]
All these country singers
And their lonely rides to Houston
Doesn't really make for the best
You know, settle-down type

[Outro]
It's last call, ""Hey, y'all""
Hang his hat up on the wall
Tell him that his cowgirl is gone
Go on and giddy up
Last call, ""Hey, y'all""
Hang his hat up on the wall
Tell him that his cowgirl is gone
Go on and giddy up
Go on and giddy up
Go on and giddy up
Hey"
1osfLqL6L2iQsirRf83ded,Worst Way,Riley Green,Way Out Here,2024-04-12,18,"[Verse 1]
Tonight, I ain't bringin' no wine
Tonight, I ain't bringin' no roses
Talkin' would take too much time
I think I just better show you
Just turn the lights down, let's get right down to it
Soon as I walk in the door
I don't wanna be out of line
But, girl, I can't wait anymore

[Chorus]
I want you in the worst way
My hands are needin' your hips
Want the first taste
Of whiskey to be off your lips
So close all the blinds, lock all the doors
Put away anything that'll break
Baby, I need you tonight
Let's see how much love we can make
I want you in the worst way

[Verse 2]
Baby, that don't mean that I
Don't love to go wine and dine you
That ain't on the menu tonight
'Cause I think I need to remind you
That your skin on my skin
Feels just like heaven to me
You look like an angel tonight
But you might wanna slip off those wings

[Chorus]
I want you in the worst way
My hands are needin' your hips
Want the first taste
Of whiskey right off of your lips
So close all the blinds, lock all the doors
Put away anything that'll break
Baby, I need you tonight
Let's see how much love we can make
I want you in the worst way
I want you in the worst way

[Chorus]
I want you in the worst way
My hands are needin' your hips
Want the first taste
To be whiskey right off of your lips
So close all the blinds, lock all the doors
Put away anything that'll break
Baby, I need you tonight
Let's see how much love we can make
I want you in the worst way
I want you in the worst way

[Outro]
The worst way"
6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,Dizzy up the Girl,1998-01-01,28,"[Verse 1]
And I'd give up forever to touch you
'Cause I know that you feel me somehow
You're the closest to heaven that I'll ever be
And I don't wanna go home right now
And all I could taste is this moment
And all I can breathe is your life
And sooner or later, it's over
I just don't wanna miss you tonight

[Chorus]
And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

[Instrumental Break]

[Verse 2]
And you can't fight the tears that ain't comin'
Or the moment of truth in your lies
When everything feels like the movies
Yeah, you bleed just to know you're alive

[Chorus]
And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

[Instrumental Break]

[Chorus]
And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am
And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am
I just want you to know who I am
I just want you to know who I am
I just want you to know who I am"
5ceKWhT3J34xxw5uzIzgU9,I Ain't Comin' Back (feat. Post Malone),"Morgan Wallen, Post Malone",I Ain't Comin' Back,2025-04-18,20,"[Verse 1: Morgan Wallen]
I'm a redneck
'Cause I drink beer and I dip Skoal
Guess I'm a rambler
'Cause I can't not be on the road
Might be a lost cause
'Cause I'll be out 'til the lights are on
And I'm a gambler
I'll take the over on the underdog, huh

[Pre-Chorus: Morgan Wallen]
Girl, half of this town has got a name for me
And I can't say I don't agree, huh

[Chorus: Morgan Wallen]
But the night I said, ""I'm leavin',"" I turned into Richard Petty
Broke my heart, so I got even in my '97 Chevy
Now I'm walkin' on this water mixed with Johnnie Walker Black
There's a lot of reasons I ain't Jesus, but the main one is that I ain't comin' back
Oh no, no, I ain't comin' back

[Verse 2: Post Malone]
You call me thе devil
Then you told me whеre to go
Go throw your pebbles
I'll be somewhere gettin' stoned
Girl, it ain't my fault
Ain't no need to wait three days
I might be a lot of things
But I ain't your savin' grace

[Chorus: Post Malone & Morgan Wallen]
Yeah, the night I said, ""I'm leavin',"" I turned into Richard Petty
Broke my heart, so I got even in my '97 Chevy
Now I'm walkin' on this water mixed with Johnnie Walker Black
There's a lot of reasons I ain't Jesus, but the main one is that I ain't comin' back
Oh no, no, I ain't comin' back

[Bridge: Morgan Wallen]
Girl, half of this town has got a name for me
But there's one I'll never be, no

[Chorus: Morgan Wallen, Morgan Wallen & Post Malone]
'Cause the night I said, ""I'm leavin',"" I turned into Richard Petty
Broke my heart and I got even in my '97 Chevy
Now I'm walkin' on this water, mixed with Johnnie Walker Black
There's a lot of reasons I ain't Jesus, but the main one is that I ain't comin' back
Oh no, no, I ain't comin' back

[Outro: Morgan Wallen]
Oh"
2pJL7VBbeO4ZqVIUDf0x9H,Bluebird,Lana Del Rey,Bluebird,2025-04-18,1,"[Verse]
Little bird, bluebird
Fly away for both of us
For you have wings, and I've no means to fly
Little bird, bluebird
Find some strength inside my hand
Anything to let you sing goodbye

[Pre-Chorus]
For your thoughts are small, they can't keep you from leavin'
As the wake of my past crashes in
I hear the door slam, but the window's wide open
We both shouldn't be dealing with him

[Chorus]
Find a way to fly
Find a way to fly
Just shoot for the sun 'til I can finally run
Find a way to fly

[Instrumental Break]

[Pre-Chorus]
I've kept him at bay, but the horses are comin'
They're racin' their way 'round the bend
Your crash landing's over, but the evening is hummin'
Don't make me say it again

[Chorus]
Find a way to fly
Find a way to fly
Just shoot for the sun 'til I can finally run
Find a way to fly

[Outro]
Mhm
Mhm
Just shoot for the sun 'til I can finally run
Find a way to fly"
